Asset_ID	Plant	Department	Machine_Type	Asset_Name	Installation_Year	Maintenance_Date	Maintenance_Type	Failure_Type	Downtime_Hours	Repair_Cost_INR	Technician	Priority	Work_Order_Status	Asset_Status	Spare_Part_Used	Repair_Time_Hours	Asset_Age_Years
AST1169	Vizag	Packaging	Boiler	Machine-169	2016	2026-07-16	Preventive	Overheating	7.1	44871	Meena	Medium	Pending	Under Maintenance	Bearing	2.2	10
AST1170	Bengaluru	Production	Pump	Machine-170	2022	2026-04-11	Predictive	Bearing Failure	13.7	21053	Priya	Critical	Pending	Under Maintenance	Motor	2.9	4
AST1171	Pune	Production	Pump	Machine-171	2019	2026-02-09	Corrective	Bearing Failure	14.7	28975	Meena	Low	Completed	Active	Bearing	1.5	7
AST1172	Bengaluru	Assembly	Compressor	Machine-172	2014	2026-04-25	Corrective	Overheating	8.2	36873	Kumar	Low	Completed	Idle	Sensor	2.7	12
AST1173	Pune	Utilities	Generator	Machine-173	2025	2026-05-28	Corrective	Sensor Fault	4.6	10888	Rahul	Medium	In Progress	Under Maintenance	Sensor	1.1	1
AST1174	Chennai	Quality	Generator	Machine-174	2023	2026-07-08	Preventive	Sensor Fault	17	26479	Meena	High	Pending	Under Maintenance	Valve	1.9	3
AST1175	Bengaluru	Quality	Compressor	Machine-175	2020	2026-02-17	Corrective	Sensor Fault	15.5	10960	Priya	Low	Pending	Under Maintenance	Valve	5.8	6
AST1176	Chennai	Packaging	Compressor	Machine-176	2016	2026-04-10	Preventive	Bearing Failure	16.6	25818	Ravi	Medium	Completed	Under Maintenance	Valve	6.9	10
AST1177	Hyderabad	Production	Robot Arm	Machine-177	2023	2026-01-11	Corrective	No Failure	12.3	15722	Priya	Medium	In Progress	Under Maintenance	Bearing	2.5	3
AST1178	Hyderabad	Quality	Compressor	Machine-178	2017	2026-07-09	Corrective	No Failure	4.1	17184	Meena	High	In Progress	Under Maintenance	Valve	5.6	9
AST1179	Pune	Packaging	Generator	Machine-179	2019	2026-03-20	Predictive	Overheating	2.2	32268	Anil	Medium	In Progress	Under Maintenance	Valve	0.9	7
AST1180	Chennai	Assembly	CNC Machine	Machine-180	2017	2026-07-09	Corrective	Electrical Fault	10.6	28866	Anil	Medium	Completed	Under Maintenance	Motor	4.1	9
AST1181	Bengaluru	Packaging	CNC Machine	Machine-181	2017	2026-05-08	Corrective	Overheating	17.4	43554	Rahul	Critical	In Progress	Active	None	8.1	9
AST1182	Bengaluru	Quality	Compressor	Machine-182	2016	2026-02-05	Predictive	Electrical Fault	17.8	5349	Meena	Low	Completed	Idle	Bearing	7.8	10
AST1183	Chennai	Assembly	Pump	Machine-183	2020	2026-02-05	Preventive	Motor Failure	9.4	25958	Ravi	Critical	Pending	Under Maintenance	Bearing	0.6	6
AST1184	Hyderabad	Assembly	Generator	Machine-184	2022	2026-04-16	Corrective	Electrical Fault	17.6	2623	Meena	Critical	Completed	Active	Bearing	5.5	4
AST1185	Bengaluru	Utilities	CNC Machine	Machine-185	2017	2026-02-19	Corrective	Sensor Fault	14.4	6678	Anil	Critical	In Progress	Idle	Motor	9.9	9
AST1186	Hyderabad	Assembly	Conveyor	Machine-186	2017	2026-03-18	Preventive	Overheating	10.2	5177	Rahul	Low	Pending	Active	Bearing	5.2	9
AST1187	Pune	Utilities	Robot Arm	Machine-187	2020	2026-06-15	Predictive	Electrical Fault	16.6	16557	Kumar	Critical	In Progress	Active	Bearing	7	6
AST1188	Bengaluru	Assembly	Compressor	Machine-188	2018	2026-05-20	Predictive	Sensor Fault	0.8	15076	Meena	Medium	Pending	Under Maintenance	Bearing	3.3	8
AST1189	Bengaluru	Quality	Pump	Machine-189	2023	2026-03-03	Predictive	Sensor Fault	7.2	10671	Rahul	Low	Pending	Idle	Sensor	1	3
AST1190	Hyderabad	Packaging	Generator	Machine-190	2020	2026-03-01	Corrective	Electrical Fault	7.4	22889	Ravi	High	In Progress	Under Maintenance	Motor	3.9	6
AST1191	Chennai	Utilities	Pump	Machine-191	2020	2026-04-21	Preventive	Electrical Fault	5.7	17651	Rahul	Low	Completed	Under Maintenance	Motor	4.1	6
AST1192	Vizag	Packaging	CNC Machine	Machine-192	2024	2026-02-09	Preventive	Bearing Failure	17	30646	Anil	High	Completed	Active	Bearing	2.3	2
AST1193	Bengaluru	Utilities	Boiler	Machine-193	2021	2026-05-23	Preventive	Bearing Failure	6.7	7599	Meena	High	In Progress	Active	Sensor	4.4	5
AST1194	Bengaluru	Production	Generator	Machine-194	2015	2026-07-05	Corrective	No Failure	7.2	10599	Anil	High	In Progress	Under Maintenance	Motor	1.1	11
AST1195	Vizag	Packaging	Boiler	Machine-195	2020	2026-03-12	Corrective	Sensor Fault	4.9	17660	Rahul	Critical	Pending	Idle	Motor	4.8	6
AST1196	Hyderabad	Quality	CNC Machine	Machine-196	2016	2026-03-19	Corrective	Overheating	14.6	23096	Priya	High	In Progress	Idle	Belt	1.8	10
AST1197	Chennai	Quality	CNC Machine	Machine-197	2019	2026-06-04	Preventive	Overheating	17.5	20600	Rahul	Critical	Pending	Active	Sensor	4.1	7
AST1198	Hyderabad	Utilities	Compressor	Machine-198	2020	2026-04-04	Corrective	Electrical Fault	3.6	37551	Ravi	Critical	Pending	Active	Valve	8.1	6
AST1199	Vizag	Quality	Compressor	Machine-199	2025	2026-01-18	Corrective	Motor Failure	4.9	11601	Rahul	Critical	In Progress	Active	Valve	9.9	1
AST1200	Vizag	Utilities	Generator	Machine-200	2021	2026-05-30	Predictive	No Failure	7.8	3909	Anil	Low	Completed	Active	None	6.8	5
AST1201	Bengaluru	Assembly	Generator	Machine-201	2016	2026-06-15	Predictive	No Failure	11.8	23231	Priya	Low	Completed	Active	Sensor	2.6	10
AST1202	Bengaluru	Utilities	Pump	Machine-202	2025	2026-05-13	Corrective	Overheating	7	31847	Rahul	Medium	In Progress	Active	Valve	1.5	1
AST1203	Hyderabad	Production	CNC Machine	Machine-203	2020	2026-01-22	Preventive	Overheating	14.2	35651	Priya	High	In Progress	Active	Valve	7.4	6
AST1204	Hyderabad	Packaging	Conveyor	Machine-204	2021	2026-03-23	Corrective	Bearing Failure	0.9	23983	Rahul	Low	Pending	Active	None	2.8	5
AST1205	Chennai	Packaging	Generator	Machine-205	2016	2026-05-22	Preventive	Overheating	4.6	28045	Rahul	Medium	Completed	Idle	None	4.6	10
AST1206	Bengaluru	Production	Boiler	Machine-206	2014	2026-07-08	Corrective	Overheating	0.6	15576	Kumar	High	Pending	Active	Belt	1.5	12
AST1207	Pune	Packaging	Compressor	Machine-207	2022	2026-02-17	Preventive	Sensor Fault	12.2	33578	Meena	High	Pending	Under Maintenance	Belt	4.2	4
AST1208	Pune	Quality	Generator	Machine-208	2015	2026-03-31	Preventive	No Failure	12.9	20993	Meena	Low	Pending	Active	Sensor	1.6	11
AST1209	Chennai	Packaging	Pump	Machine-209	2018	2026-01-30	Preventive	Overheating	7.8	10535	Meena	Critical	In Progress	Active	Valve	6.5	8
AST1210	Chennai	Utilities	Compressor	Machine-210	2025	2026-06-15	Preventive	Motor Failure	3.8	31056	Meena	Low	In Progress	Active	Valve	1.8	1
AST1211	Bengaluru	Quality	Boiler	Machine-211	2020	2026-05-24	Corrective	Overheating	12.9	30588	Priya	Medium	Completed	Idle	Bearing	8.1	6
AST1212	Hyderabad	Packaging	Compressor	Machine-212	2017	2026-03-16	Corrective	Motor Failure	14.2	38570	Rahul	Critical	Pending	Idle	Bearing	5.9	9
AST1213	Bengaluru	Packaging	Generator	Machine-213	2018	2026-07-18	Corrective	Bearing Failure	13.8	30425	Meena	Medium	In Progress	Active	None	8.4	8
AST1214	Hyderabad	Quality	CNC Machine	Machine-214	2017	2026-03-18	Preventive	Bearing Failure	8.2	9193	Kumar	Medium	Pending	Idle	None	3.8	9
AST1215	Vizag	Production	Generator	Machine-215	2025	2026-06-06	Preventive	Motor Failure	14.7	5390	Meena	High	Pending	Under Maintenance	Belt	5.6	1
AST1216	Pune	Packaging	Generator	Machine-216	2019	2026-06-30	Preventive	Electrical Fault	17.7	7740	Kumar	Critical	Completed	Under Maintenance	None	1.7	7
AST1217	Chennai	Packaging	Robot Arm	Machine-217	2016	2026-03-05	Preventive	No Failure	7.4	10817	Meena	High	Pending	Under Maintenance	Valve	4.8	10
AST1218	Hyderabad	Quality	Generator	Machine-218	2024	2026-07-23	Corrective	No Failure	16.9	25687	Priya	Critical	In Progress	Idle	Bearing	8.8	2
AST1219	Vizag	Packaging	Robot Arm	Machine-219	2025	2026-01-24	Preventive	Electrical Fault	7.5	29657	Kumar	Critical	In Progress	Under Maintenance	Sensor	3.7	1
AST1220	Bengaluru	Quality	Robot Arm	Machine-220	2023	2026-02-03	Preventive	No Failure	13.8	4510	Ravi	Critical	Completed	Active	Motor	4.7	3
AST1221	Chennai	Production	Pump	Machine-221	2014	2026-04-20	Preventive	Sensor Fault	2.1	25121	Anil	Low	In Progress	Idle	None	2.1	12
AST1222	Pune	Production	Boiler	Machine-222	2020	2026-06-10	Corrective	No Failure	2.2	15486	Priya	Low	Completed	Idle	Motor	5.4	6
AST1223	Hyderabad	Packaging	Robot Arm	Machine-223	2021	2026-01-03	Preventive	Overheating	12.6	32806	Ravi	Medium	In Progress	Active	None	8.2	5
AST1224	Pune	Packaging	Compressor	Machine-224	2015	2026-03-22	Preventive	Motor Failure	11.7	10862	Ravi	Low	Pending	Idle	Motor	4.7	11
AST1225	Chennai	Quality	Generator	Machine-225	2025	2026-02-24	Corrective	Motor Failure	2	8084	Kumar	Low	Pending	Idle	Valve	3.8	1
AST1226	Chennai	Production	CNC Machine	Machine-226	2020	2026-03-22	Corrective	Motor Failure	10.2	40822	Rahul	High	Pending	Active	None	8.8	6
AST1227	Bengaluru	Utilities	Compressor	Machine-227	2017	2026-05-13	Corrective	Sensor Fault	11.8	17185	Priya	Critical	Completed	Active	Valve	6.6	9
AST1228	Hyderabad	Packaging	CNC Machine	Machine-228	2015	2026-05-16	Preventive	Electrical Fault	7.9	37306	Rahul	Medium	In Progress	Active	Bearing	6.1	11
AST1229	Chennai	Assembly	Conveyor	Machine-229	2014	2026-03-09	Predictive	Overheating	9.4	42694	Rahul	Critical	In Progress	Idle	Valve	1.3	12
AST1230	Bengaluru	Production	CNC Machine	Machine-230	2022	2026-05-18	Preventive	Bearing Failure	9.4	14816	Kumar	High	In Progress	Idle	None	7.8	4
AST1231	Hyderabad	Packaging	Pump	Machine-231	2024	2026-06-24	Preventive	Motor Failure	1.5	7150	Priya	Low	In Progress	Idle	Belt	1	2
AST1232	Chennai	Assembly	Conveyor	Machine-232	2024	2026-07-09	Corrective	No Failure	0.7	34032	Anil	High	Completed	Under Maintenance	Motor	7.6	2
AST1233	Hyderabad	Assembly	CNC Machine	Machine-233	2018	2026-07-07	Corrective	Sensor Fault	9.7	18732	Rahul	Low	In Progress	Under Maintenance	Belt	3.9	8
AST1234	Chennai	Packaging	Compressor	Machine-234	2021	2026-05-26	Preventive	Bearing Failure	16.1	9058	Kumar	Low	Completed	Active	Motor	0.9	5
AST1235	Chennai	Production	Robot Arm	Machine-235	2019	2026-04-09	Preventive	No Failure	13.5	28983	Kumar	High	Completed	Under Maintenance	None	3.5	7
AST1236	Pune	Assembly	Generator	Machine-236	2015	2026-05-27	Corrective	Bearing Failure	3.6	35301	Ravi	Critical	Completed	Under Maintenance	Sensor	7.8	11
AST1237	Hyderabad	Utilities	Boiler	Machine-237	2018	2026-03-25	Preventive	Motor Failure	5.6	21417	Rahul	Medium	In Progress	Under Maintenance	Belt	9.7	8
AST1238	Bengaluru	Production	Compressor	Machine-238	2017	2026-07-07	Preventive	Overheating	0.9	36990	Anil	Low	In Progress	Active	None	4.1	9
AST1239	Pune	Assembly	Compressor	Machine-239	2025	2026-07-06	Corrective	Motor Failure	7.8	5425	Kumar	High	Completed	Active	Motor	9	1
AST1240	Pune	Quality	Pump	Machine-240	2022	2026-04-16	Preventive	Bearing Failure	9.3	43260	Priya	Low	Pending	Idle	Bearing	4.6	4
AST1241	Pune	Packaging	Robot Arm	Machine-241	2016	2026-03-02	Preventive	Overheating	12.8	22881	Anil	Critical	In Progress	Active	Bearing	9.5	10
AST1242	Bengaluru	Assembly	Compressor	Machine-242	2016	2026-07-19	Preventive	Overheating	8.7	28141	Ravi	High	Completed	Under Maintenance	Sensor	4.9	10
AST1243	Chennai	Packaging	Robot Arm	Machine-243	2015	2026-01-24	Corrective	Electrical Fault	1.2	22982	Kumar	Low	Pending	Active	Sensor	4.3	11
AST1244	Pune	Packaging	Robot Arm	Machine-244	2014	2026-06-23	Predictive	Bearing Failure	17.2	31135	Meena	Medium	Completed	Under Maintenance	Bearing	8.1	12
AST1245	Hyderabad	Assembly	Robot Arm	Machine-245	2016	2026-02-01	Corrective	Motor Failure	2.8	27752	Anil	Low	Pending	Idle	Sensor	9.2	10
AST1246	Hyderabad	Production	Pump	Machine-246	2015	2026-01-06	Preventive	Motor Failure	2.1	23228	Ravi	Low	In Progress	Active	Motor	9.3	11
AST1247	Vizag	Quality	Conveyor	Machine-247	2020	2026-07-30	Preventive	Overheating	3.5	15571	Kumar	High	In Progress	Under Maintenance	Motor	0.8	6
AST1248	Chennai	Packaging	Boiler	Machine-248	2023	2026-06-07	Preventive	Electrical Fault	8.9	7248	Anil	Critical	Completed	Under Maintenance	Motor	6.6	3
AST1249	Bengaluru	Assembly	Boiler	Machine-249	2022	2026-03-05	Corrective	Sensor Fault	8.9	33263	Anil	High	In Progress	Under Maintenance	Motor	0.7	4
AST1250	Hyderabad	Packaging	Conveyor	Machine-250	2023	2026-02-26	Corrective	Overheating	9.8	39772	Kumar	Medium	Completed	Active	None	2.8	3
AST1251	Hyderabad	Production	Generator	Machine-251	2022	2026-07-28	Corrective	Overheating	6.7	12884	Kumar	Medium	Pending	Under Maintenance	None	7.1	4
AST1252	Pune	Utilities	Generator	Machine-252	2023	2026-01-08	Preventive	Motor Failure	15.1	33758	Meena	High	Completed	Under Maintenance	Bearing	1.4	3
AST1253	Chennai	Assembly	Generator	Machine-253	2017	2026-06-04	Preventive	Sensor Fault	16.6	14703	Kumar	High	Pending	Active	Sensor	1.1	9
AST1254	Chennai	Assembly	Robot Arm	Machine-254	2016	2026-05-31	Corrective	Sensor Fault	17.3	25983	Rahul	Critical	Pending	Active	Sensor	3.4	10
AST1255	Vizag	Quality	Pump	Machine-255	2016	2026-02-10	Preventive	No Failure	17.5	41720	Anil	Medium	Pending	Idle	Motor	4.1	10
AST1256	Pune	Production	Compressor	Machine-256	2025	2026-06-26	Corrective	No Failure	17.1	27163	Meena	Low	Completed	Idle	Sensor	9.2	1
AST1257	Bengaluru	Assembly	Boiler	Machine-257	2023	2026-02-26	Preventive	No Failure	1.9	24228	Anil	Medium	Pending	Active	None	6.9	3
AST1258	Vizag	Assembly	CNC Machine	Machine-258	2025	2026-03-27	Preventive	No Failure	1.7	18320	Ravi	Low	Completed	Under Maintenance	Valve	7.5	1
AST1259	Vizag	Quality	CNC Machine	Machine-259	2016	2026-04-16	Corrective	Bearing Failure	15	39383	Rahul	Medium	Completed	Under Maintenance	Bearing	8.1	10
AST1260	Hyderabad	Packaging	CNC Machine	Machine-260	2014	2026-03-17	Predictive	Bearing Failure	6.5	26106	Kumar	Low	Pending	Active	Sensor	6.1	12
AST1261	Hyderabad	Quality	Pump	Machine-261	2023	2026-05-04	Preventive	Overheating	3.2	8136	Anil	Medium	Completed	Under Maintenance	None	5.8	3
AST1262	Pune	Packaging	CNC Machine	Machine-262	2025	2026-05-19	Preventive	Bearing Failure	7.4	37522	Priya	Medium	Completed	Under Maintenance	Bearing	4.6	1
AST1263	Bengaluru	Quality	Compressor	Machine-263	2018	2026-07-30	Preventive	Motor Failure	3.5	20624	Ravi	Critical	Completed	Under Maintenance	Valve	5	8
AST1264	Hyderabad	Utilities	Boiler	Machine-264	2024	2026-03-09	Preventive	Overheating	7	30714	Ravi	High	In Progress	Under Maintenance	Sensor	2.6	2
AST1265	Hyderabad	Production	Robot Arm	Machine-265	2018	2026-05-25	Corrective	Bearing Failure	2	24030	Meena	Critical	Pending	Active	Belt	1.1	8
AST1266	Bengaluru	Quality	Generator	Machine-266	2020	2026-07-29	Corrective	Overheating	10.5	16943	Priya	High	Completed	Under Maintenance	None	0.8	6
AST1267	Bengaluru	Utilities	Compressor	Machine-267	2023	2026-05-13	Preventive	Overheating	3.5	12455	Kumar	Medium	Completed	Active	Valve	1.2	3
AST1268	Chennai	Production	Robot Arm	Machine-268	2024	2026-04-22	Corrective	Sensor Fault	16.4	5891	Ravi	Critical	Pending	Under Maintenance	Belt	3.6	2
AST1269	Vizag	Assembly	Robot Arm	Machine-269	2018	2026-05-14	Corrective	Electrical Fault	9.6	28998	Ravi	Critical	Completed	Active	Belt	6.1	8
AST1270	Bengaluru	Assembly	Robot Arm	Machine-270	2015	2026-01-28	Preventive	Electrical Fault	15.9	28428	Anil	Critical	Pending	Under Maintenance	Belt	6.3	11
AST1271	Pune	Quality	Compressor	Machine-271	2014	2026-02-14	Corrective	No Failure	12.6	4041	Priya	High	Pending	Active	Bearing	7.6	12
AST1272	Hyderabad	Packaging	Robot Arm	Machine-272	2018	2026-04-06	Corrective	Sensor Fault	5.4	33718	Rahul	Low	Completed	Active	Sensor	9.8	8
AST1273	Pune	Packaging	Pump	Machine-273	2021	2026-07-18	Preventive	No Failure	2.1	30448	Kumar	Critical	Pending	Under Maintenance	Belt	8.7	5
AST1274	Chennai	Assembly	CNC Machine	Machine-274	2014	2026-05-12	Corrective	Overheating	2.9	35859	Meena	Low	Completed	Active	Motor	8.5	12
AST1275	Vizag	Assembly	CNC Machine	Machine-275	2017	2026-01-09	Corrective	Sensor Fault	6.9	31923	Meena	Critical	Pending	Active	None	0.8	9
AST1276	Bengaluru	Quality	Compressor	Machine-276	2019	2026-05-06	Predictive	Overheating	10.8	24421	Anil	Medium	In Progress	Idle	None	1.4	7
AST1277	Hyderabad	Production	Robot Arm	Machine-277	2014	2026-04-09	Corrective	Motor Failure	15.5	43926	Kumar	Medium	In Progress	Idle	Valve	5.4	12
AST1278	Vizag	Production	Pump	Machine-278	2024	2026-01-03	Preventive	Bearing Failure	4.4	41368	Anil	High	In Progress	Under Maintenance	Sensor	4.9	2
AST1279	Pune	Utilities	Robot Arm	Machine-279	2017	2026-04-30	Corrective	Electrical Fault	2.3	35022	Rahul	High	Pending	Idle	Belt	6.3	9
AST1280	Hyderabad	Quality	Conveyor	Machine-280	2018	2026-06-25	Preventive	Sensor Fault	11.7	19645	Anil	High	Completed	Active	Belt	7.8	8
AST1281	Bengaluru	Quality	Pump	Machine-281	2014	2026-07-26	Preventive	Motor Failure	13.1	44452	Priya	High	In Progress	Under Maintenance	Valve	4.2	12
AST1282	Bengaluru	Production	CNC Machine	Machine-282	2014	2026-05-30	Corrective	Motor Failure	12.5	43332	Priya	High	Pending	Under Maintenance	Motor	8.5	12
AST1283	Pune	Assembly	Boiler	Machine-283	2022	2026-02-16	Preventive	Sensor Fault	13.2	38136	Kumar	High	Pending	Active	Motor	3.9	4
AST1284	Vizag	Packaging	CNC Machine	Machine-284	2025	2026-03-20	Preventive	Sensor Fault	8.6	9218	Priya	Low	Pending	Idle	Belt	9.5	1
AST1285	Chennai	Utilities	Conveyor	Machine-285	2015	2026-05-01	Predictive	Overheating	9.8	28573	Ravi	Medium	Completed	Active	Sensor	4.4	11
AST1286	Chennai	Packaging	Robot Arm	Machine-286	2023	2026-04-28	Corrective	Bearing Failure	9	42855	Kumar	High	Pending	Active	Bearing	4.8	3
AST1287	Chennai	Utilities	Robot Arm	Machine-287	2017	2026-07-14	Preventive	Bearing Failure	2.8	29923	Rahul	Critical	In Progress	Under Maintenance	Valve	4.1	9
AST1288	Chennai	Packaging	Conveyor	Machine-288	2014	2026-05-17	Predictive	Electrical Fault	3.8	1770	Rahul	Medium	Completed	Idle	Sensor	3.5	12
AST1289	Bengaluru	Utilities	CNC Machine	Machine-289	2015	2026-04-09	Preventive	Bearing Failure	5.7	20559	Priya	High	In Progress	Idle	Motor	3.8	11
AST1290	Chennai	Production	Robot Arm	Machine-290	2021	2026-04-02	Preventive	Motor Failure	4.4	10098	Kumar	Low	Pending	Idle	Motor	1.7	5
AST1291	Hyderabad	Quality	Pump	Machine-291	2025	2026-06-16	Preventive	Electrical Fault	11.4	40423	Ravi	Low	Pending	Active	Bearing	7.1	1
AST1292	Vizag	Assembly	Generator	Machine-292	2020	2026-04-24	Preventive	No Failure	3.2	42808	Ravi	High	In Progress	Idle	Bearing	6.8	6
AST1293	Bengaluru	Production	Boiler	Machine-293	2018	2026-06-09	Corrective	Bearing Failure	9.5	41981	Ravi	High	Completed	Active	Valve	2.4	8
AST1294	Pune	Utilities	Compressor	Machine-294	2017	2026-07-19	Preventive	Overheating	5.7	4082	Meena	Critical	Completed	Idle	Valve	3.6	9
AST1295	Hyderabad	Assembly	Robot Arm	Machine-295	2014	2026-01-04	Corrective	Overheating	3.1	7403	Meena	Low	Pending	Idle	Bearing	9.1	12
AST1296	Vizag	Packaging	CNC Machine	Machine-296	2024	2026-03-01	Preventive	Bearing Failure	14.7	4085	Anil	High	Pending	Under Maintenance	Valve	7.5	2
AST1297	Hyderabad	Assembly	Robot Arm	Machine-297	2015	2026-07-14	Preventive	No Failure	3.5	24930	Priya	High	Pending	Active	Sensor	8.2	11
AST1298	Vizag	Quality	Boiler	Machine-298	2016	2026-01-30	Preventive	Overheating	12.6	32842	Priya	Medium	Completed	Active	None	7.4	10
AST1299	Vizag	Utilities	Boiler	Machine-299	2016	2026-01-27	Corrective	No Failure	8.2	41563	Priya	High	Pending	Active	None	8.9	10
AST1300	Vizag	Quality	Conveyor	Machine-300	2025	2026-02-03	Predictive	Overheating	1.3	18645	Rahul	High	Completed	Idle	None	5.5	1
AST1301	Bengaluru	Production	Pump	Machine-301	2025	2026-05-28	Predictive	Electrical Fault	9.7	42016	Ravi	Critical	Pending	Idle	Motor	5.1	1
AST1302	Vizag	Production	Robot Arm	Machine-302	2024	2026-06-23	Corrective	Electrical Fault	1.5	43665	Kumar	Critical	In Progress	Active	Bearing	7.6	2
AST1303	Pune	Packaging	Conveyor	Machine-303	2019	2026-03-03	Corrective	Electrical Fault	11.8	27929	Kumar	Low	In Progress	Under Maintenance	Belt	4.8	7
AST1304	Pune	Assembly	Boiler	Machine-304	2021	2026-04-25	Corrective	Bearing Failure	2.3	28523	Ravi	Low	Completed	Idle	Belt	6.6	5
AST1305	Chennai	Quality	CNC Machine	Machine-305	2022	2026-05-24	Preventive	Bearing Failure	14.8	31283	Anil	Critical	Pending	Idle	Sensor	7.3	4
AST1306	Chennai	Assembly	CNC Machine	Machine-306	2015	2026-01-25	Preventive	No Failure	17.4	20635	Meena	High	Pending	Active	Bearing	9	11
AST1307	Vizag	Assembly	CNC Machine	Machine-307	2021	2026-02-05	Corrective	Motor Failure	2.6	27248	Kumar	Critical	Completed	Idle	Sensor	1.5	5
AST1308	Bengaluru	Assembly	Robot Arm	Machine-308	2020	2026-01-12	Predictive	Overheating	12	34543	Kumar	Critical	Completed	Idle	None	1	6
AST1309	Vizag	Utilities	Robot Arm	Machine-309	2020	2026-05-30	Predictive	Motor Failure	12.6	12880	Rahul	Medium	Completed	Under Maintenance	None	6.2	6
AST1310	Vizag	Quality	Generator	Machine-310	2019	2026-05-10	Predictive	Motor Failure	5.3	23969	Anil	Critical	Completed	Active	Valve	6.2	7
AST1311	Pune	Utilities	Robot Arm	Machine-311	2025	2026-05-12	Preventive	No Failure	16.9	42956	Kumar	Medium	Completed	Idle	None	3.3	1
AST1312	Chennai	Production	Generator	Machine-312	2019	2026-06-22	Corrective	No Failure	6.1	9063	Anil	Critical	Pending	Idle	None	7.2	7
AST1313	Bengaluru	Packaging	Robot Arm	Machine-313	2024	2026-07-11	Preventive	Bearing Failure	9.6	3156	Priya	Medium	Completed	Idle	Bearing	2.4	2
AST1314	Pune	Production	Robot Arm	Machine-314	2016	2026-03-15	Preventive	Sensor Fault	4.1	36966	Ravi	High	In Progress	Active	Belt	8.7	10
AST1315	Chennai	Utilities	Boiler	Machine-315	2025	2026-05-24	Preventive	No Failure	5.5	4578	Priya	Critical	In Progress	Idle	Sensor	9.7	1
AST1316	Pune	Production	Generator	Machine-316	2014	2026-01-04	Predictive	Overheating	15	43035	Rahul	High	Pending	Idle	None	6.2	12
AST1317	Pune	Quality	Compressor	Machine-317	2025	2026-02-19	Predictive	Bearing Failure	3.8	12889	Rahul	Low	In Progress	Active	Valve	3.2	1
AST1318	Chennai	Utilities	Robot Arm	Machine-318	2018	2026-02-03	Preventive	Sensor Fault	8.7	11645	Ravi	Medium	In Progress	Idle	Bearing	7.8	8
AST1319	Pune	Quality	Robot Arm	Machine-319	2024	2026-06-07	Corrective	Sensor Fault	1.8	22331	Meena	Medium	Completed	Idle	Bearing	8	2
AST1320	Bengaluru	Utilities	Boiler	Machine-320	2016	2026-04-17	Preventive	Motor Failure	16	44972	Anil	High	In Progress	Under Maintenance	Motor	9.5	10
AST1321	Vizag	Utilities	Robot Arm	Machine-321	2023	2026-05-16	Corrective	No Failure	0.7	24175	Priya	Medium	Pending	Idle	Belt	2.8	3
AST1322	Pune	Quality	Robot Arm	Machine-322	2014	2026-06-24	Predictive	Overheating	5	20035	Ravi	High	Pending	Idle	Valve	5.1	12
AST1323	Chennai	Packaging	Generator	Machine-323	2018	2026-06-16	Preventive	Bearing Failure	3.4	36756	Meena	Low	Pending	Active	Motor	6.9	8
AST1324	Vizag	Assembly	Compressor	Machine-324	2017	2026-06-25	Corrective	No Failure	15.9	30023	Rahul	Low	Pending	Idle	Motor	0.7	9
AST1325	Hyderabad	Assembly	Conveyor	Machine-325	2025	2026-03-26	Preventive	Sensor Fault	10.3	39180	Kumar	High	In Progress	Under Maintenance	Valve	6.5	1
AST1326	Hyderabad	Quality	Pump	Machine-326	2020	2026-03-22	Preventive	Bearing Failure	11.7	42024	Ravi	Low	Pending	Active	Sensor	9.3	6
AST1327	Pune	Utilities	Conveyor	Machine-327	2015	2026-03-16	Preventive	Overheating	7.2	44801	Ravi	Critical	Completed	Idle	Motor	1.8	11
AST1328	Bengaluru	Packaging	Pump	Machine-328	2020	2026-07-23	Preventive	No Failure	16	43963	Anil	Low	Pending	Idle	Motor	1.7	6
AST1329	Bengaluru	Quality	Generator	Machine-329	2014	2026-05-27	Corrective	Bearing Failure	5.8	24034	Kumar	Critical	Pending	Idle	Motor	2	12
AST1330	Pune	Production	Conveyor	Machine-330	2017	2026-06-07	Preventive	Electrical Fault	15.4	37469	Priya	Low	In Progress	Idle	Bearing	2.9	9
AST1331	Bengaluru	Quality	CNC Machine	Machine-331	2017	2026-07-05	Preventive	No Failure	12	8056	Anil	Low	Completed	Under Maintenance	Valve	4.8	9
AST1332	Pune	Utilities	Compressor	Machine-332	2023	2026-06-18	Corrective	Sensor Fault	14.6	29569	Kumar	Low	In Progress	Active	Motor	7.3	3
AST1333	Pune	Packaging	Compressor	Machine-333	2024	2026-04-22	Corrective	Sensor Fault	15.9	31833	Priya	High	In Progress	Under Maintenance	Belt	1.5	2
AST1334	Hyderabad	Packaging	Robot Arm	Machine-334	2024	2026-06-05	Corrective	Electrical Fault	3.9	42566	Ravi	Low	Completed	Idle	None	0.8	2
AST1335	Vizag	Utilities	Compressor	Machine-335	2023	2026-05-29	Predictive	Electrical Fault	5.1	36868	Priya	Medium	In Progress	Under Maintenance	Motor	9	3
AST1336	Pune	Production	Boiler	Machine-336	2023	2026-07-07	Corrective	Bearing Failure	7.4	34410	Ravi	Medium	Pending	Idle	Motor	7.7	3
AST1337	Chennai	Production	Generator	Machine-337	2016	2026-04-25	Predictive	No Failure	15.8	11081	Rahul	Critical	In Progress	Active	Motor	7.7	10
